age,balance,class,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,poutcome_other,poutcome_success
46,120,no,True,False,True,False,False,True,True,False,False,False
36,532,no,False,False,True,False,False,True,False,False,False,False
36,-290,no,True,False,False,True,False,True,True,False,False,False
34,673,no,False,True,True,False,False,True,False,False,False,False
39,272,no,True,False,True,False,False,True,True,False,False,False
48,133,no,False,True,True,False,False,True,True,False,False,False
34,557,no,True,False,False,True,False,True,False,False,False,False
36,36,no,False,False,False,True,False,True,False,False,False,False
36,313,no,True,False,True,False,False,True,False,False,False,False
36,498,no,True,False,True,False,False,True,False,False,False,False
36,319,no,True,False,True,False,False,True,False,False,False,False
46,521,no,True,False,True,False,False,True,False,False,False,False
45,-90,no,False,False,False,True,False,True,False,False,False,False
47,676,no,True,False,True,False,False,True,False,False,True,False
35,149,no,True,False,True,False,False,True,False,False,False,False
60,478,no,True,False,True,False,False,False,False,False,False,False
37,345,no,True,False,False,False,False,True,False,False,False,False
26,455,no,False,True,True,False,False,False,False,False,True,False
33,893,no,False,False,False,True,False,True,False,False,False,False
50,567,no,False,True,False,True,False,True,False,False,False,False
46,294,no,True,False,True,False,False,True,False,False,False,False
59,1857,no,True,False,False,True,False,False,False,False,False,False
30,1422,no,False,True,False,True,False,True,True,False,False,False
27,254,no,True,False,True,False,True,True,True,False,False,False
39,547,no,False,False,False,True,False,True,False,False,False,False
41,-412,no,True,False,False,True,False,True,False,False,True,False
53,-76,no,True,False,True,False,False,False,False,False,True,False
51,0,no,False,True,False,True,False,True,False,True,False,False
28,629,no,True,False,True,False,False,True,False,False,True,False
31,1120,no,False,True,False,True,False,True,False,False,True,False
41,1322,no,False,True,True,False,False,True,False,False,False,False
35,111,no,False,True,True,False,False,True,False,False,False,False
53,388,no,False,False,True,False,False,True,True,False,False,False
34,498,no,True,False,False,True,False,True,False,False,False,False
55,273,no,True,False,True,False,False,True,False,False,False,False
37,1330,no,True,False,False,True,False,True,False,False,False,False
28,-97,no,True,False,True,False,False,True,False,False,False,True
42,299,no,False,False,False,False,False,True,False,False,False,False
41,2665,no,True,False,False,True,False,True,False,False,True,False
31,424,no,False,True,False,True,False,False,False,False,False,False
31,732,no,True,False,False,True,False,True,False,False,False,False
38,-274,no,False,True,False,True,False,True,True,False,False,False
48,1496,no,True,False,False,False,False,True,False,True,False,False
58,44,no,False,False,True,False,False,True,False,False,True,False
39,263,no,False,True,False,True,False,True,False,False,False,False
34,303,no,True,False,False,True,False,True,False,False,False,False
30,-386,no,False,True,True,False,False,True,False,False,True,False
36,0,no,True,False,False,True,False,True,False,False,True,False
53,1405,no,True,False,False,True,False,True,True,False,False,False
34,16992,no,True,False,False,True,False,True,False,False,False,False
36,-557,no,True,False,True,False,False,True,True,False,False,False
33,1345,no,False,True,False,True,False,True,False,False,False,False
35,1239,no,False,True,True,False,False,True,False,False,False,False
29,246,no,True,False,False,True,False,True,False,False,False,False
36,135,no,False,True,True,False,False,True,False,False,True,False
37,1694,no,True,False,True,False,False,True,True,False,False,False
44,5418,no,True,False,False,False,False,True,True,False,False,False
28,172,no,True,False,True,False,False,True,False,False,True,False
46,660,no,False,False,True,False,False,True,False,False,False,False
40,94,no,False,False,True,False,False,True,False,False,False,False
30,193,no,False,True,True,False,False,True,False,False,False,False
45,487,no,True,False,False,False,False,True,False,False,False,False
29,2768,no,False,True,True,False,False,True,False,False,False,False
41,1141,no,True,False,True,False,False,True,False,False,False,False
35,128,no,True,False,True,False,False,False,True,False,True,False
32,160,no,False,True,True,False,False,True,False,True,False,False
31,1025,no,False,True,False,True,False,False,False,False,False,False
31,360,no,True,False,True,False,False,True,True,False,False,False
40,351,no,True,False,False,True,False,True,False,False,False,False
32,-32,no,False,True,True,False,False,False,False,False,True,False
34,391,no,False,True,True,False,False,True,False,False,False,False
37,183,no,True,False,False,True,False,True,False,False,False,False
35,175,no,False,True,True,False,False,True,False,False,False,False
28,0,no,False,True,False,True,False,True,False,False,False,False
39,648,no,True,False,True,False,False,True,False,False,False,False
28,682,no,False,True,False,True,False,True,False,False,True,False
28,1391,no,False,True,True,False,False,True,False,False,False,False
59,2365,no,True,False,False,True,False,False,True,False,False,False
44,149,no,True,False,False,True,False,True,False,False,False,True
56,420,no,True,False,False,False,False,True,False,False,False,False
35,-272,no,True,False,False,True,False,False,True,False,True,False
50,2061,no,True,False,True,False,False,True,True,False,False,False
34,341,no,False,True,True,False,False,False,True,False,False,False
34,381,no,False,True,True,False,False,True,False,False,False,False
31,678,no,True,False,True,False,False,True,False,False,False,False
36,658,no,False,True,False,True,False,True,False,False,False,False
35,1242,no,False,False,False,True,False,True,False,False,False,False
26,-402,no,False,False,False,True,True,False,True,False,False,False
52,596,no,True,False,True,False,False,True,False,False,True,False
32,138,no,False,True,True,False,False,True,False,False,True,False
39,1099,no,True,False,True,False,False,False,False,False,False,False
40,45,no,False,True,True,False,True,False,True,False,True,False
35,147,no,True,False,True,False,False,True,True,False,False,False
32,1139,no,False,True,True,False,False,True,False,False,False,False
53,354,no,False,True,False,False,False,True,False,False,False,False
47,475,no,True,False,False,False,False,True,True,False,True,False
38,406,no,True,False,False,False,False,True,False,False,False,False
45,300,no,True,False,False,False,False,True,False,False,False,False
34,349,no,True,False,False,True,False,True,True,False,False,False
55,2923,no,False,False,False,False,False,True,False,False,False,False
59,671,no,False,True,True,False,False,True,True,False,False,False
53,367,no,True,False,True,False,False,True,True,False,False,False
52,1,no,True,False,True,False,False,False,False,False,True,False
39,208,no,False,False,False,True,False,True,False,False,False,False
53,246,no,False,False,True,False,False,True,False,False,False,False
38,16957,no,False,True,False,True,False,True,False,True,False,False
28,232,no,True,False,True,False,False,True,True,False,False,False
40,4168,no,False,False,False,False,False,True,False,False,False,False
26,155,no,False,True,False,False,False,True,False,False,False,False
46,-3,no,True,False,True,False,False,True,False,False,False,False
45,398,no,True,False,True,False,False,True,False,False,False,False
56,6507,no,False,True,False,True,False,True,True,False,False,False
28,882,no,False,True,False,True,False,False,True,False,False,False
40,56,no,True,False,True,False,False,True,True,False,False,False
58,1298,no,True,False,True,False,False,True,False,False,False,False
28,527,no,False,True,True,False,False,True,False,False,False,False
30,-61,no,False,True,True,False,False,False,False,False,False,False
41,-29,no,True,False,False,True,False,False,False,False,False,False
30,1923,no,False,True,True,False,False,False,True,False,True,False
32,2213,no,True,False,False,True,False,False,False,False,False,False
49,145,no,False,True,False,True,False,True,False,False,False,False
47,-337,no,True,False,False,True,True,False,True,False,False,False
27,261,no,False,True,True,False,False,True,False,False,False,False
28,-214,no,False,True,False,True,False,True,False,False,False,False
57,-676,no,False,False,False,True,False,True,True,False,False,False
38,531,no,False,False,True,False,False,False,False,False,False,False
30,9,no,False,True,True,False,False,False,True,False,False,False
29,370,no,False,True,False,True,False,True,False,False,False,False
31,0,no,True,False,True,False,False,False,False,False,False,False
56,29,no,False,False,False,False,False,False,False,False,False,False
44,488,no,True,False,True,False,False,False,True,False,False,False
34,-211,no,True,False,True,False,False,True,False,False,False,False
33,902,no,True,False,False,False,False,True,False,False,False,False
36,1508,no,True,False,True,False,False,False,False,False,False,False
26,43,no,False,True,False,True,False,True,True,False,False,False
28,24,no,False,True,True,False,False,True,False,False,False,False
35,362,no,False,False,True,False,True,False,False,False,True,False
33,772,no,False,True,True,False,False,True,False,False,False,True
30,112,no,True,False,False,True,False,True,False,False,True,False
57,1016,no,False,False,False,True,False,True,False,False,False,False
29,1366,no,True,False,False,True,False,True,False,False,False,False
32,356,no,True,False,True,False,False,True,False,False,False,False
37,414,no,False,False,True,False,False,False,False,False,False,False
50,2142,no,True,False,False,False,False,True,False,False,True,False
40,822,no,False,True,True,False,False,True,True,False,False,False
32,337,no,False,True,True,False,False,True,False,False,True,False
48,101,no,True,False,True,False,False,True,False,False,False,False
45,-55,no,False,True,True,False,False,False,False,False,False,False
31,304,no,False,True,True,False,False,False,False,False,True,False
27,81,no,False,True,True,False,True,False,True,False,False,True
47,613,no,True,False,False,False,False,True,False,False,True,False
31,702,no,True,False,False,True,False,False,True,False,False,False
45,-407,no,True,False,False,False,False,True,True,False,True,False
32,2291,no,True,False,False,False,False,True,True,False,True,False
37,1120,no,True,False,True,False,False,True,False,False,False,False
47,263,no,False,True,True,False,False,True,True,False,True,False
30,-261,no,False,True,True,False,True,True,False,False,True,False
33,554,no,True,False,True,False,False,True,False,False,True,False
33,303,no,False,True,True,False,False,False,False,False,False,False
32,-460,no,True,False,True,False,False,True,True,False,True,False
57,77,no,False,False,True,False,False,True,True,False,False,False
47,1225,no,True,False,False,True,False,True,True,False,False,False
39,4023,no,False,True,False,True,False,True,False,False,True,False
28,8,no,False,True,True,False,False,True,False,False,False,False
31,0,no,False,False,True,False,False,False,False,False,True,False
39,1333,no,False,False,True,False,False,True,True,False,False,False
31,10,no,True,False,True,False,False,True,True,False,False,False
49,61,no,False,True,True,False,False,True,False,False,False,False
33,880,no,False,False,True,False,False,True,True,False,False,False
39,360,no,True,False,True,False,False,True,False,False,False,False
54,263,no,True,False,True,False,False,False,True,True,False,False
35,297,no,False,True,True,False,False,True,False,False,False,False
26,249,no,False,True,True,False,False,True,False,False,False,False
31,1724,no,False,True,False,True,False,True,False,True,False,False
31,442,no,False,True,True,False,False,True,False,False,False,False
46,-154,no,False,False,False,True,False,True,True,False,False,False
27,223,no,False,True,True,False,False,False,True,False,False,True
34,1137,no,True,False,True,False,False,False,False,False,True,False
31,3466,no,False,True,False,False,False,True,False,True,True,False
39,313,no,False,True,False,True,False,False,True,False,True,False
28,1166,no,False,True,True,False,False,False,True,False,True,False
34,1310,no,True,False,False,True,False,False,False,True,True,False
36,1053,no,True,False,True,False,False,True,False,True,False,False
35,6411,no,True,False,True,False,False,True,True,False,False,False
35,951,no,False,True,True,False,False,True,False,False,False,False
30,2212,no,True,False,True,False,False,True,False,True,True,False
36,583,no,False,True,False,True,False,False,False,False,True,False
47,168,no,True,False,False,False,False,True,False,True,True,False
28,-247,no,True,False,True,False,False,True,True,False,False,False
49,342,no,True,False,False,True,False,False,False,False,False,False
59,879,no,True,False,False,False,False,True,False,False,False,False
29,737,no,False,True,False,True,False,True,True,False,False,False
35,364,no,False,True,False,True,False,False,True,False,False,False
35,2144,no,False,True,True,False,False,True,False,False,False,False
34,1301,no,False,False,True,False,False,True,False,False,False,False
47,405,no,False,False,False,True,False,True,False,False,False,False
26,3154,no,False,False,False,True,False,True,True,False,False,False
31,236,no,False,True,False,True,False,True,False,False,False,False
33,525,no,True,False,False,True,False,True,True,False,False,False
42,60,no,False,True,True,False,False,True,True,False,True,False
60,663,no,False,False,True,False,False,False,True,False,True,False
29,957,no,True,False,True,False,False,True,True,False,False,False
58,0,no,True,False,False,True,False,False,True,False,True,False
36,5,no,False,False,True,False,False,True,False,False,True,False
45,440,no,False,False,True,False,False,False,False,False,True,False
50,0,no,True,False,False,True,False,False,False,False,False,False
56,4,no,True,False,False,True,False,True,True,False,True,False
39,976,no,True,False,False,False,False,True,False,False,True,False
51,58,no,False,False,False,True,False,True,False,False,True,False
39,1492,no,True,False,False,True,False,True,False,False,False,False
46,417,no,True,False,True,False,False,True,False,False,True,False
45,2363,no,True,False,False,True,False,False,False,False,True,False
54,285,no,True,False,True,False,False,True,True,True,True,False
55,905,no,True,False,True,False,False,False,False,False,True,False
51,5699,no,True,False,True,False,False,True,False,False,False,False
27,1081,no,False,True,False,True,False,False,True,False,True,False
32,604,no,False,True,True,False,False,False,False,False,True,False
31,1384,no,True,False,False,True,False,True,False,False,True,False
60,2552,no,True,False,True,False,False,False,True,False,True,False
46,198,no,True,False,True,False,False,True,False,False,True,False
39,953,no,True,False,True,False,False,False,False,False,True,False
51,527,no,False,True,True,False,False,True,False,False,True,False
52,109,no,True,False,False,False,False,True,False,False,False,False
31,315,no,False,True,True,False,False,False,False,False,True,False
33,457,no,False,True,False,True,False,True,False,False,False,False
34,443,no,False,True,False,False,False,False,False,False,True,False
56,642,no,True,False,True,False,False,True,False,False,True,False
36,511,no,False,True,True,False,False,True,True,False,False,False
36,317,no,False,True,True,False,False,True,False,False,False,False
52,1355,no,True,False,False,True,False,True,False,False,False,False
33,22,no,False,True,True,False,False,False,False,False,False,False
31,1400,no,True,False,False,True,False,True,False,False,True,False
38,-70,no,True,False,False,True,False,True,False,False,True,False
26,802,no,False,True,True,False,False,False,False,False,True,False
57,2549,no,False,False,False,True,False,False,False,False,False,False
39,-735,no,True,False,True,False,False,True,False,False,False,False
45,-61,no,True,False,False,True,False,False,False,False,False,False
51,0,no,True,False,True,False,False,True,True,False,False,False
56,314,no,True,False,False,False,False,True,True,False,True,False
26,152,no,False,True,False,True,False,False,False,False,True,False
57,1276,no,True,False,False,False,False,True,False,False,False,False
33,480,no,True,False,True,False,False,True,False,False,True,False
36,133,no,False,True,True,False,False,False,False,False,True,False
53,-375,no,True,False,True,False,False,True,False,False,False,False
57,0,no,True,False,False,True,False,False,True,False,True,False
28,1285,no,False,True,True,False,False,False,False,True,True,False
45,44,no,False,False,True,False,False,False,True,False,True,False
48,370,no,True,False,False,True,False,True,False,False,True,False
32,943,no,True,False,False,True,False,True,False,False,True,False
37,-175,no,False,False,True,False,False,True,False,False,False,False
34,19833,no,False,True,True,False,False,True,False,False,True,False
49,163,no,False,True,False,True,False,True,False,False,False,False
53,2336,no,True,False,False,True,False,False,False,True,True,False
56,2190,no,True,False,True,False,False,False,True,False,False,False
26,512,no,False,True,True,False,False,True,True,False,False,False
41,-333,no,False,False,True,False,False,True,False,False,False,False
31,227,no,True,False,False,True,False,True,True,False,False,False
36,281,no,False,False,False,True,False,False,False,False,True,False
47,0,no,False,False,True,False,False,False,True,False,True,False
46,665,no,True,False,False,False,False,False,False,False,False,False
31,358,no,False,True,False,True,False,True,False,False,False,False
41,692,no,False,False,True,False,False,True,False,False,False,False
30,373,no,True,False,True,False,False,True,False,False,True,False
46,43,no,True,False,False,True,False,True,False,True,True,False
49,-969,no,True,False,False,True,False,False,False,False,True,False
28,12,no,True,False,True,False,False,True,False,False,True,False
30,316,no,False,True,True,False,False,True,True,False,True,False
49,15,no,True,False,False,True,False,False,False,False,True,False
28,2080,no,False,True,False,True,False,False,False,True,True,False
31,163,yes,False,True,False,False,False,False,False,False,True,False
33,1071,no,True,False,False,True,False,False,False,False,False,False
29,124,no,False,True,True,False,False,False,False,False,True,False
36,265,no,False,True,True,False,False,True,True,False,False,False
53,660,no,True,False,True,False,False,False,False,False,False,False
44,294,no,True,False,True,False,False,True,False,False,False,False
40,1646,yes,False,True,False,True,False,True,False,False,False,False
31,1130,no,False,True,False,True,False,True,False,False,False,False
46,363,no,True,False,True,False,False,True,False,False,False,False
47,349,no,True,False,True,False,False,True,True,False,False,False
37,89,no,True,False,False,False,False,True,False,False,False,False
32,1,no,False,True,True,False,False,False,False,False,False,False
48,-269,no,False,True,True,False,False,False,False,False,True,False
46,-179,no,False,False,True,False,False,False,False,False,False,False
40,572,no,True,False,False,True,False,False,False,False,True,False
47,129,no,False,False,True,False,False,False,False,False,False,False
37,21,no,False,True,True,False,False,True,False,False,True,False
38,757,no,True,False,True,False,False,True,False,False,False,False
56,218,no,False,False,True,False,False,True,False,False,False,False
37,520,no,True,False,True,False,False,True,False,False,False,False
55,5,no,True,False,True,False,False,False,False,False,False,False
45,1097,no,True,False,True,False,False,True,True,False,False,False
52,279,no,True,False,True,False,False,False,True,False,False,False
36,367,no,False,True,False,False,False,False,False,False,False,False
39,1222,no,False,True,False,True,False,True,False,False,False,False
59,866,no,True,False,False,False,False,False,True,False,True,False
44,0,yes,True,False,True,False,False,True,False,False,False,False
53,451,no,True,False,False,True,False,True,False,False,False,False
26,3244,no,False,True,True,False,False,False,False,False,False,False
51,1490,no,True,False,True,False,False,True,False,False,False,False
47,207,no,False,False,True,False,False,True,False,False,False,False
53,1563,no,True,False,True,False,False,True,False,False,True,False
49,-367,no,False,True,True,False,False,True,False,False,False,False
37,506,no,False,False,True,False,False,True,False,False,False,False
43,629,no,True,False,False,False,False,True,False,False,True,False
40,123,no,True,False,True,False,False,True,False,False,False,False
45,430,no,True,False,False,True,False,True,False,False,False,False
48,578,no,True,False,True,False,False,True,False,False,False,False
45,221,no,False,False,False,False,False,False,False,False,False,False
58,1103,no,False,False,True,False,False,True,False,False,False,False
47,332,no,True,False,True,False,False,True,False,False,False,True
60,358,no,True,False,True,False,False,False,False,False,False,False
40,97,no,False,True,False,True,False,True,True,False,False,False
36,-94,no,False,False,True,False,False,True,False,False,False,False
31,256,no,False,False,False,True,False,True,False,False,False,True
54,514,no,True,False,True,False,False,True,False,False,False,False
40,507,no,False,False,True,False,False,True,False,False,False,False
39,614,no,False,True,True,False,False,True,False,False,False,False
31,44,no,False,True,True,False,False,False,False,False,False,False
32,289,no,True,False,True,False,False,True,False,False,False,False
47,583,no,True,False,True,False,False,True,False,False,False,False
58,0,no,False,False,True,False,False,True,False,False,True,False
34,-271,no,True,False,True,False,False,True,True,False,False,False
38,304,no,True,False,True,False,False,False,True,False,False,False
38,447,no,True,False,False,True,False,True,False,False,False,False
40,407,no,True,False,False,False,False,True,False,False,False,False
56,778,no,True,False,True,False,False,False,False,False,False,False
36,533,no,True,False,True,False,False,True,False,False,False,False
60,553,no,True,False,False,True,False,True,False,False,False,True
56,659,no,True,False,True,False,False,True,False,False,False,False
37,174,no,False,True,True,False,False,True,False,False,False,False
38,-500,no,True,False,True,False,False,False,True,False,True,False
53,478,no,True,False,True,False,False,True,False,False,False,False
38,10,no,True,False,True,False,False,False,False,False,True,False
45,-75,no,True,False,True,False,False,True,False,False,False,False
40,746,no,True,False,True,False,False,True,True,False,True,False
48,51,no,True,False,True,False,False,True,True,False,False,False
58,580,no,True,False,True,False,False,False,True,True,True,False
45,1818,no,True,False,True,False,False,False,False,False,True,False
47,15,no,False,True,True,False,False,False,False,False,False,False
53,798,no,True,False,False,False,False,True,False,True,False,False
54,534,no,True,False,True,False,False,True,False,False,False,False
38,-196,no,False,True,True,False,False,True,False,False,False,False
54,719,no,True,False,True,False,False,True,False,False,False,False
31,442,no,True,False,True,False,False,True,False,False,False,False
42,336,no,False,True,False,True,False,True,False,False,False,False
28,0,no,False,True,True,False,False,False,False,False,True,False
38,8876,no,True,False,True,False,False,False,False,False,False,False
31,5,no,False,True,False,True,False,False,True,False,False,False
26,0,no,False,True,False,True,False,False,True,False,False,False
37,10,no,True,False,True,False,False,False,True,False,False,False
36,145,no,True,False,True,False,False,True,False,False,True,False
38,290,no,True,False,True,False,False,True,False,False,False,False
55,621,no,True,False,False,False,False,False,True,False,False,False
33,474,no,False,True,False,True,False,True,False,False,False,False
40,504,no,True,False,True,False,False,True,False,False,False,False
46,469,no,True,False,False,False,False,True,False,False,True,False
55,1530,no,False,False,True,False,False,False,False,False,True,False
34,50,no,True,False,True,False,False,True,False,False,False,False
32,56,no,True,False,True,False,False,True,False,False,True,False
36,0,no,True,False,True,False,False,True,False,False,True,False
42,1455,no,True,False,False,False,False,True,False,False,True,False
39,-145,no,False,True,False,True,False,True,False,False,False,False
45,474,no,True,False,False,True,False,True,True,False,False,False
60,174,no,True,False,False,False,False,True,True,False,False,False
40,543,no,True,False,False,True,False,True,False,False,True,False
36,82,no,True,False,False,True,False,False,False,False,False,True
57,11,no,True,False,True,False,False,False,False,False,False,False
49,359,no,True,False,True,False,False,True,False,False,False,False
37,59,no,True,False,False,True,False,True,True,True,False,False
40,687,yes,False,False,True,False,False,True,False,False,False,True
48,303,no,False,True,True,False,False,True,True,False,False,False
36,-42,no,True,False,True,False,False,False,True,False,True,False
34,7,no,True,False,True,False,False,True,True,False,True,False
49,147,no,True,False,False,True,False,False,True,False,False,False
36,608,no,True,False,True,False,False,True,False,False,True,False
35,630,no,True,False,True,False,False,True,False,False,False,False
57,567,no,True,False,True,False,False,True,False,False,True,False
41,0,no,True,False,True,False,False,True,False,False,True,False
43,1109,no,True,False,True,False,False,True,False,False,False,False
48,-535,no,False,False,True,False,True,True,False,False,False,False
43,597,no,True,False,True,False,False,True,False,False,False,False
38,103,no,False,True,True,False,False,True,False,False,False,False
31,783,no,False,True,True,False,False,True,False,False,False,False
32,453,no,False,True,True,False,False,True,False,False,False,False
37,494,no,True,False,True,False,False,True,False,False,False,False
60,292,no,True,False,True,False,False,False,True,False,False,False
32,2004,no,False,True,False,True,False,False,False,False,False,False
37,230,no,False,True,False,True,False,True,True,False,False,False
45,1214,no,True,False,True,False,False,True,False,False,False,False
35,1526,no,True,False,False,True,False,True,False,False,False,False
41,-376,no,False,False,True,False,False,True,False,False,True,False
31,4015,no,True,False,False,True,False,True,False,False,True,False
39,442,no,False,False,True,False,False,True,False,False,True,False
56,5838,no,True,False,True,False,False,False,False,False,False,False
31,3283,yes,False,True,False,True,False,False,False,False,False,False
46,665,no,False,False,False,True,False,True,False,False,True,False
31,671,no,True,False,True,False,False,False,False,False,False,False
57,589,no,True,False,True,False,False,True,False,False,False,False
29,-498,no,False,True,True,False,False,True,False,False,False,False
37,-1,no,False,True,False,True,False,True,False,False,True,False
38,569,no,False,True,True,False,False,True,True,False,False,False
43,-247,yes,False,True,True,False,False,True,True,False,False,False
34,4,no,True,False,True,False,False,True,False,False,False,False
42,477,no,True,False,False,True,False,True,False,False,False,False
53,598,no,True,False,True,False,False,False,False,False,False,False
47,1167,no,True,False,True,False,False,True,False,False,False,True
57,485,no,True,False,True,False,False,False,False,False,False,False
39,541,no,True,False,False,False,False,True,False,False,True,False
41,320,no,False,False,False,False,False,True,False,False,False,False
45,1,no,True,False,True,False,True,False,False,True,True,False
38,581,no,True,False,True,False,False,True,False,False,False,False
37,1082,no,False,False,True,False,False,False,False,False,True,False
46,-221,no,True,False,True,False,False,True,True,False,False,False
55,145,no,True,False,False,False,False,False,False,True,True,False
53,-1,no,False,False,False,False,False,True,False,False,True,False
29,-95,no,False,False,True,False,False,True,False,False,True,False
33,317,no,True,False,True,False,False,True,False,False,True,False
50,8,no,False,False,True,False,False,False,False,False,True,False
46,317,no,True,False,True,False,False,True,True,False,False,False
35,287,no,True,False,True,False,False,True,False,False,False,False
58,8266,no,False,False,True,False,False,True,False,False,False,False
46,1028,no,True,False,True,False,False,True,False,False,False,False
28,7459,yes,True,False,False,False,False,True,False,False,False,False
49,1811,no,True,False,True,False,False,True,True,False,True,False
35,0,no,True,False,False,False,False,True,True,False,True,False
35,220,no,True,False,True,False,False,True,False,False,False,False
37,318,no,True,False,True,False,False,False,False,False,False,False
31,112,no,False,True,False,True,False,True,False,False,False,False
37,4089,yes,True,False,False,True,False,True,False,False,True,False
37,643,no,True,False,False,False,False,True,True,False,True,False
45,0,no,True,False,True,False,False,True,True,True,False,False
54,67,no,True,False,False,True,False,True,False,False,True,False
35,633,no,True,False,False,True,False,True,True,False,True,False
39,-480,no,False,True,True,False,False,True,True,False,True,False
42,124,no,True,False,False,False,False,True,False,False,False,False
36,806,no,True,False,False,True,False,True,False,False,False,False
54,0,no,False,False,True,False,False,True,True,False,False,False
49,4961,no,False,False,False,True,False,True,False,False,False,False
47,1160,no,True,False,True,False,False,True,False,False,False,False
35,539,no,False,True,False,True,False,True,False,False,True,False
36,774,no,False,True,True,False,False,True,False,False,False,False
33,644,no,True,False,False,True,False,True,True,False,False,False
60,594,no,True,False,True,False,False,True,False,False,True,False
51,867,no,True,False,True,False,False,True,False,False,False,False
43,308,no,True,False,True,False,False,True,False,False,True,False
31,863,no,False,True,True,False,False,True,False,False,False,True
48,197,no,True,False,True,False,False,False,True,False,True,False
32,414,no,True,False,True,False,False,True,False,False,False,False
50,1158,no,False,True,False,False,False,True,False,False,False,False
37,12939,no,True,False,True,False,False,True,True,False,False,False
46,1232,no,True,False,True,False,False,False,True,False,True,False
35,1659,no,True,False,True,False,False,True,False,False,False,False
50,199,no,True,False,False,True,False,True,True,False,False,False
58,3401,no,True,False,False,False,False,True,False,False,False,False
41,572,no,False,True,False,True,False,True,False,False,False,False
28,59,no,True,False,False,True,False,False,False,False,False,False
47,152,no,False,True,True,False,False,True,False,False,False,False
31,997,no,True,False,False,False,False,True,False,False,False,False
35,0,no,False,True,True,False,False,True,False,False,False,False
50,1558,no,False,True,False,False,False,True,False,False,True,False
32,4471,no,True,False,True,False,False,True,False,False,False,False
33,390,no,False,True,False,True,False,True,False,False,False,False
29,222,no,True,False,True,False,False,True,False,False,False,False
34,883,no,True,False,True,False,False,False,False,True,False,False
54,2156,yes,False,False,True,False,False,True,False,False,False,False
40,0,no,True,False,True,False,False,True,False,False,False,False
32,2360,yes,False,True,False,True,False,False,False,False,True,False
48,3,no,True,False,False,False,False,True,False,False,False,False
32,357,no,True,False,False,True,False,True,False,False,False,False
33,546,no,True,False,False,True,False,True,True,False,False,False
51,377,no,True,False,False,False,False,True,False,True,False,False
52,199,no,False,False,False,True,False,True,True,False,False,False
35,1891,no,False,True,False,True,False,True,False,False,False,False
38,325,no,False,True,True,False,False,False,False,False,True,False
31,124,no,True,False,False,False,False,True,False,False,False,False
49,1403,no,True,False,True,False,False,False,False,False,False,False
37,1116,no,True,False,True,False,False,True,False,False,True,False
39,661,no,True,False,True,False,False,True,False,False,False,False
46,-319,no,True,False,False,True,False,True,False,False,False,False
32,1844,no,True,False,True,False,False,True,True,False,False,False
30,490,no,True,False,True,False,False,True,False,False,True,False
33,1883,no,False,True,True,False,False,True,False,False,False,False
36,1582,no,True,False,False,True,False,False,False,True,False,False
51,605,no,True,False,False,False,False,False,False,False,False,False
42,2398,no,False,True,False,False,False,True,False,False,False,False
34,261,no,True,False,True,False,False,True,False,False,False,False
52,0,no,True,False,False,True,False,True,False,False,False,False
31,1331,yes,True,False,False,True,False,False,False,False,False,True
44,497,no,True,False,True,False,False,True,False,False,True,False
27,-401,no,True,False,True,False,False,True,True,False,False,False
54,175,no,True,False,True,False,False,True,False,False,False,False
36,219,no,False,True,False,True,False,False,False,False,False,False
26,184,no,False,True,True,False,False,False,False,False,True,False
32,703,no,False,True,False,True,False,True,False,False,False,True
33,289,no,False,True,True,False,False,False,False,False,True,False
43,473,no,True,False,True,False,False,True,False,False,False,False
52,411,no,True,False,True,False,False,True,False,False,True,False
42,-97,no,True,False,False,False,False,True,False,False,False,False
47,-346,no,True,False,True,False,False,True,True,True,True,False
34,586,no,False,True,False,True,False,True,False,False,False,False
32,272,no,True,False,False,True,False,True,False,False,False,False
58,629,no,True,False,True,False,False,True,False,False,False,False
34,823,no,True,False,False,True,False,False,False,False,True,False
33,901,no,False,True,True,False,False,False,False,False,True,False
48,2,no,True,False,False,True,False,False,False,False,True,False
58,0,no,True,False,True,False,False,True,False,True,False,False
56,2366,no,True,False,False,True,False,True,True,False,False,False
54,1460,no,True,False,False,True,False,False,True,False,True,False
29,655,no,True,False,True,False,False,True,False,False,False,False
42,400,no,False,True,True,False,False,True,False,False,False,False
48,460,no,False,True,False,True,False,True,False,False,True,False
58,1387,no,False,True,False,True,False,True,False,True,True,False
32,41,no,False,False,True,False,False,True,False,False,True,False
42,725,no,True,False,False,True,False,True,True,True,False,False
60,305,no,False,True,False,True,False,True,False,False,True,False
56,284,no,True,False,False,False,False,False,True,True,False,False
41,-78,no,False,False,False,True,False,True,False,False,False,False
59,1866,no,True,False,True,False,False,False,False,True,True,False
50,103,no,True,False,True,False,False,True,False,False,False,False
30,62,no,False,True,True,False,False,True,False,True,True,False
33,191,no,False,True,False,True,False,False,True,False,False,False
40,502,no,False,False,False,True,False,True,False,False,True,False
55,-53,no,False,False,False,False,False,False,False,True,True,False
53,-211,no,True,False,False,False,False,True,True,False,False,False
41,-89,no,False,True,False,True,False,True,False,False,False,False
46,4007,no,True,False,True,False,False,False,False,False,True,False
55,781,no,True,False,False,False,False,True,False,False,False,False
54,1178,no,False,True,True,False,False,True,False,True,False,False
