age;marital;education;default;balance;housing;loan;contact;poutcome;class
54;single;secondary;no;515;yes;no;cellular;failure;no
35;divorced;secondary;no;183;no;yes;cellular;failure;no
47;married;tertiary;no;917;no;no;cellular;failure;no
38;married;tertiary;no;569;yes;no;cellular;failure;no
49;divorced;secondary;no;-268;yes;no;cellular;failure;no
35;single;secondary;no;6809;yes;no;telephone;failure;no
27;divorced;secondary;no;165;yes;no;cellular;failure;no
42;married;secondary;no;769;no;no;cellular;failure;no
33;single;tertiary;no;350;yes;no;cellular;failure;no
55;married;secondary;no;517;yes;yes;cellular;failure;no
58;married;secondary;no;-37;no;yes;telephone;failure;no
56;single;primary;no;145;yes;no;telephone;other;no
33;single;secondary;no;10;yes;no;cellular;failure;no
28;married;secondary;no;1137;no;no;cellular;other;no
32;married;primary;no;-184;yes;no;cellular;failure;no
46;married;secondary;no;122;no;no;cellular;failure;no
33;married;tertiary;no;17946;yes;no;cellular;failure;no
52;married;primary;no;320;yes;no;cellular;other;no
40;married;primary;no;451;yes;no;cellular;failure;no
34;married;tertiary;no;0;no;no;cellular;other;yes
37;married;secondary;no;688;yes;no;cellular;failure;no
50;married;primary;no;859;yes;yes;telephone;failure;no
49;married;primary;no;474;yes;yes;telephone;failure;no
33;married;secondary;no;347;yes;no;cellular;failure;no
33;divorced;tertiary;no;-848;yes;no;telephone;other;no
35;married;tertiary;no;354;no;yes;cellular;other;no
33;single;secondary;no;0;yes;yes;cellular;other;no
30;married;primary;no;243;no;yes;cellular;failure;no
56;divorced;secondary;no;0;yes;no;cellular;failure;no
43;married;secondary;no;130;yes;no;cellular;failure;no
32;married;primary;no;183;yes;no;cellular;other;no
27;single;secondary;no;539;yes;no;cellular;failure;no
33;married;secondary;no;0;yes;no;cellular;failure;no
34;single;secondary;no;1;yes;no;cellular;other;no
32;married;secondary;no;106;no;no;cellular;other;no
27;single;secondary;no;-550;yes;no;cellular;other;no
30;single;tertiary;no;3773;yes;no;cellular;failure;no
32;single;secondary;no;360;yes;no;cellular;failure;no
33;single;tertiary;no;700;no;no;cellular;success;yes
36;married;secondary;no;1245;yes;no;cellular;success;no
56;divorced;tertiary;no;505;no;no;cellular;other;no
39;married;secondary;no;20;yes;no;cellular;failure;no
46;married;secondary;no;561;yes;no;cellular;failure;no
29;single;tertiary;no;0;yes;no;cellular;other;no
40;married;tertiary;no;516;yes;no;cellular;other;no
48;married;tertiary;no;150;yes;no;cellular;failure;no
54;married;secondary;no;2047;no;no;telephone;failure;no
35;single;secondary;no;0;yes;no;cellular;other;no
35;married;secondary;no;-100;yes;no;telephone;failure;no
58;married;primary;no;42;yes;no;cellular;failure;no
48;married;primary;no;683;yes;no;cellular;failure;no
46;married;secondary;no;692;yes;no;cellular;failure;no
49;single;tertiary;no;631;no;no;cellular;other;no
31;single;secondary;no;42;no;no;cellular;other;no
54;married;secondary;no;2895;yes;no;cellular;failure;no
47;married;secondary;no;0;yes;no;cellular;other;no
40;married;primary;no;3462;yes;no;cellular;other;no
28;single;tertiary;no;385;no;yes;cellular;failure;no
37;married;secondary;no;356;no;no;cellular;failure;no
33;single;secondary;no;0;yes;no;cellular;other;no
42;single;tertiary;no;1285;yes;no;cellular;other;no
51;married;secondary;no;-229;no;no;cellular;other;no
34;married;secondary;no;0;yes;no;cellular;failure;yes
36;married;tertiary;no;99;yes;yes;cellular;failure;no
37;single;secondary;no;248;yes;no;cellular;failure;no
38;married;tertiary;no;184;no;no;cellular;failure;no
51;married;tertiary;no;1347;yes;yes;cellular;failure;yes
40;married;secondary;no;5060;no;no;cellular;success;yes
39;married;secondary;no;363;yes;yes;cellular;failure;no
31;single;secondary;no;554;yes;no;cellular;failure;no
28;married;tertiary;no;174;yes;yes;cellular;failure;no
54;divorced;tertiary;no;26306;yes;no;cellular;failure;no
31;single;secondary;yes;0;no;no;cellular;failure;no
37;married;secondary;no;1314;yes;no;cellular;failure;yes
43;divorced;tertiary;no;36;no;no;cellular;failure;no
45;married;secondary;no;2403;no;no;cellular;failure;no
33;single;tertiary;no;3552;no;no;cellular;failure;yes
54;married;tertiary;no;2960;yes;no;cellular;failure;no
35;single;secondary;no;188;yes;no;cellular;failure;yes
44;divorced;secondary;no;397;yes;yes;cellular;other;yes
51;married;secondary;no;195;yes;no;cellular;failure;no
59;married;tertiary;no;1831;no;no;cellular;failure;no
39;married;secondary;no;4101;yes;no;cellular;other;yes
56;divorced;tertiary;no;722;no;no;cellular;failure;no
25;married;tertiary;no;4923;yes;yes;cellular;other;no
56;divorced;secondary;no;935;no;no;cellular;failure;no
35;divorced;secondary;no;2823;yes;no;cellular;failure;no
27;single;secondary;no;1187;no;no;telephone;failure;yes
49;married;tertiary;no;503;yes;no;cellular;failure;no
36;married;secondary;no;725;yes;no;cellular;failure;no
36;married;secondary;no;6384;yes;yes;cellular;failure;no
30;single;tertiary;no;5561;yes;no;cellular;success;yes
37;married;tertiary;no;708;yes;no;cellular;failure;no
38;married;secondary;no;5115;yes;no;cellular;success;yes
39;single;primary;no;581;yes;no;cellular;other;yes
34;married;tertiary;no;1036;yes;no;cellular;failure;no
54;married;tertiary;no;446;no;no;cellular;other;no
60;married;secondary;no;404;no;no;cellular;failure;yes
53;married;secondary;no;2693;no;no;cellular;failure;yes
45;divorced;secondary;no;2353;yes;no;cellular;other;yes
31;divorced;tertiary;no;883;yes;no;cellular;failure;yes
44;single;tertiary;no;483;no;no;cellular;success;yes
38;married;tertiary;no;1101;yes;no;cellular;failure;no
29;married;tertiary;no;676;no;no;cellular;failure;no
37;single;tertiary;no;1316;yes;no;cellular;failure;yes
34;married;tertiary;no;1674;yes;no;cellular;failure;no
28;single;secondary;no;387;yes;no;cellular;other;no
56;married;secondary;no;1928;no;no;cellular;failure;no
48;married;secondary;no;1981;yes;no;cellular;success;no
37;single;secondary;no;1045;no;no;cellular;failure;yes
30;married;tertiary;no;8089;yes;no;cellular;failure;yes
59;married;secondary;no;3735;no;no;cellular;failure;yes
41;single;tertiary;no;120;no;yes;cellular;other;no
34;married;secondary;no;390;yes;no;cellular;failure;yes
38;married;tertiary;no;1988;no;no;cellular;failure;yes
46;married;secondary;no;-522;yes;no;cellular;other;yes
32;single;tertiary;no;1613;no;no;cellular;failure;no
34;single;tertiary;no;2658;yes;no;cellular;failure;no
29;married;tertiary;no;250;yes;no;cellular;other;no
32;single;tertiary;no;392;yes;no;cellular;failure;no
39;divorced;secondary;no;688;yes;yes;cellular;failure;no
59;married;secondary;no;1035;yes;yes;cellular;failure;no
33;single;secondary;no;285;yes;no;cellular;other;no
47;married;secondary;no;398;yes;yes;cellular;failure;no
37;married;secondary;no;1180;yes;yes;cellular;other;no
32;single;tertiary;no;1743;yes;no;cellular;other;no
54;married;secondary;no;1004;yes;no;cellular;failure;no
35;married;secondary;no;0;no;no;cellular;other;no
46;divorced;tertiary;no;926;yes;no;cellular;failure;no
49;married;primary;no;686;yes;yes;cellular;other;no
34;married;secondary;no;1924;yes;yes;cellular;failure;no
45;divorced;secondary;no;396;yes;yes;cellular;failure;no
58;divorced;tertiary;no;315;yes;no;cellular;failure;no
49;divorced;tertiary;no;20727;no;no;cellular;failure;no
49;married;secondary;no;182;yes;no;cellular;failure;no
33;married;secondary;no;3576;yes;no;cellular;other;no
36;married;secondary;no;4613;no;no;cellular;failure;no
39;married;secondary;no;508;yes;no;cellular;failure;no
48;married;secondary;no;0;yes;no;cellular;failure;no
46;married;secondary;no;-30;yes;yes;cellular;failure;no
35;married;tertiary;no;560;yes;no;cellular;failure;no
35;married;tertiary;no;1250;yes;no;cellular;other;no
58;married;secondary;no;1;no;no;cellular;failure;no
35;single;tertiary;no;4348;yes;no;cellular;failure;no
32;married;tertiary;no;233;yes;no;cellular;failure;no
30;single;tertiary;no;0;yes;no;cellular;failure;no
53;married;primary;no;1409;yes;no;cellular;failure;no
40;married;primary;no;738;yes;yes;cellular;failure;no
35;married;secondary;no;2643;yes;no;cellular;other;no
57;married;tertiary;no;1631;yes;no;cellular;failure;no
37;married;tertiary;no;489;yes;no;cellular;failure;no
38;married;secondary;no;-421;yes;no;cellular;failure;no
54;married;primary;no;136;yes;no;cellular;failure;no
56;married;primary;no;0;yes;no;cellular;failure;no
50;married;tertiary;no;414;yes;no;cellular;failure;yes
24;single;secondary;no;496;yes;no;cellular;failure;no
35;married;secondary;no;3187;yes;no;cellular;failure;no
31;single;secondary;no;695;yes;no;cellular;failure;no
34;single;secondary;yes;-60;no;no;cellular;failure;no
38;married;secondary;no;275;yes;no;cellular;failure;no
56;married;secondary;no;3948;no;no;cellular;failure;no
39;married;secondary;no;517;yes;no;cellular;failure;no
43;married;secondary;no;1943;yes;no;cellular;failure;no
28;single;tertiary;no;172;yes;yes;cellular;failure;no
42;married;tertiary;no;2249;yes;no;telephone;failure;no
33;married;tertiary;no;1636;yes;yes;cellular;failure;no
36;divorced;secondary;no;666;yes;yes;cellular;other;no
55;divorced;secondary;no;1613;yes;no;cellular;failure;yes
44;single;tertiary;no;1136;yes;yes;cellular;other;no
49;married;tertiary;no;523;yes;no;cellular;success;no
48;married;primary;no;4459;yes;no;cellular;failure;no
40;married;tertiary;no;2644;yes;no;cellular;failure;no
44;married;primary;no;612;yes;yes;cellular;failure;no
39;single;tertiary;no;54;yes;no;cellular;failure;no
41;married;secondary;no;3123;yes;no;cellular;failure;yes
37;married;secondary;no;1335;yes;no;telephone;other;no
50;married;tertiary;no;101;yes;no;cellular;failure;no
37;married;primary;no;3953;yes;no;cellular;failure;no
43;divorced;tertiary;no;20;no;no;cellular;failure;no
40;married;tertiary;no;285;yes;no;cellular;success;no
34;single;secondary;no;2729;yes;no;cellular;success;no
35;married;secondary;no;270;yes;yes;cellular;failure;no
45;married;secondary;no;-73;yes;no;cellular;failure;no
33;single;tertiary;no;127;yes;no;cellular;failure;yes
38;single;secondary;no;12926;yes;no;cellular;failure;no
32;married;secondary;no;393;no;no;cellular;failure;no
47;single;secondary;no;1544;yes;no;cellular;failure;no
45;married;secondary;no;146;yes;yes;cellular;failure;no
39;single;tertiary;no;2651;no;no;cellular;other;no
44;married;secondary;no;8262;yes;no;cellular;failure;no
30;single;secondary;no;10152;yes;no;cellular;failure;no
44;married;secondary;no;545;yes;no;cellular;failure;no
35;married;secondary;no;5553;yes;no;cellular;failure;no
40;single;secondary;no;462;yes;yes;cellular;other;no
40;married;primary;no;2133;yes;yes;cellular;failure;no
37;married;secondary;no;1207;yes;no;telephone;success;yes
37;single;tertiary;no;3943;no;no;cellular;failure;yes
59;married;primary;no;1562;yes;no;telephone;other;no
42;married;primary;no;574;yes;no;cellular;failure;no
46;single;secondary;no;757;yes;yes;cellular;failure;no
33;single;secondary;no;2554;yes;no;telephone;failure;no
41;divorced;secondary;no;270;yes;no;cellular;failure;no
36;married;secondary;no;0;yes;no;cellular;other;no
46;divorced;secondary;no;1198;yes;yes;cellular;other;no
41;married;secondary;no;2185;yes;no;cellular;other;no
33;married;secondary;no;387;yes;no;cellular;failure;no
43;married;secondary;no;902;yes;no;cellular;failure;no
33;married;tertiary;no;663;yes;no;cellular;failure;no
36;single;secondary;no;3508;yes;no;cellular;failure;no
31;married;secondary;no;625;yes;no;cellular;failure;no
33;single;secondary;no;706;yes;no;cellular;failure;no
53;divorced;secondary;no;1912;yes;yes;cellular;failure;no
40;married;secondary;no;2591;yes;yes;cellular;other;no
32;married;secondary;no;897;yes;no;cellular;failure;no
53;married;primary;no;53;yes;no;cellular;failure;no
29;single;tertiary;no;1457;yes;no;cellular;other;no
35;married;tertiary;no;1859;yes;no;cellular;failure;no
31;married;primary;no;1601;no;no;cellular;failure;no
37;divorced;tertiary;no;1174;yes;no;cellular;failure;no
41;married;secondary;no;446;yes;no;cellular;failure;no
39;single;primary;no;581;yes;no;cellular;success;no
48;married;secondary;no;665;yes;no;cellular;failure;no
42;divorced;primary;no;5076;yes;no;cellular;other;no
35;married;tertiary;no;0;yes;no;cellular;other;no
33;married;primary;no;1064;yes;no;cellular;failure;no
35;single;tertiary;no;714;yes;no;cellular;failure;no
43;single;secondary;no;4990;yes;no;cellular;failure;no
24;single;secondary;no;5;no;no;cellular;failure;no
49;divorced;tertiary;no;1342;yes;yes;cellular;failure;no
36;married;secondary;no;1746;yes;no;cellular;failure;no
36;divorced;secondary;no;356;yes;no;cellular;failure;no
31;single;secondary;no;735;no;no;cellular;other;no
44;married;secondary;no;728;yes;no;cellular;failure;no
41;married;tertiary;no;5;yes;no;cellular;failure;no
34;married;secondary;no;428;yes;no;cellular;other;no
40;single;primary;no;446;yes;no;cellular;failure;no
38;married;secondary;no;6994;yes;no;telephone;failure;no
42;married;secondary;no;233;no;no;cellular;failure;no
36;single;secondary;no;1822;yes;no;cellular;other;yes
35;married;secondary;no;2926;yes;no;cellular;failure;no
37;single;secondary;no;810;yes;no;cellular;failure;no
35;single;tertiary;no;458;yes;no;cellular;failure;no
55;married;secondary;no;12159;yes;no;cellular;failure;no
39;married;secondary;no;217;yes;no;cellular;failure;no
48;married;secondary;no;4415;yes;no;cellular;failure;yes
34;single;tertiary;no;3404;yes;no;cellular;failure;no
36;married;primary;no;1094;yes;no;cellular;failure;no
45;married;primary;no;31;no;no;cellular;other;no
32;married;secondary;no;303;yes;no;cellular;failure;yes
38;married;tertiary;no;3234;no;no;cellular;success;no
40;married;tertiary;no;2310;yes;yes;cellular;failure;no
50;single;secondary;no;-97;yes;no;cellular;failure;no
32;married;secondary;no;1951;yes;no;cellular;failure;no
33;single;tertiary;no;318;yes;no;cellular;other;yes
44;married;secondary;no;1807;yes;yes;cellular;failure;no
35;married;tertiary;no;1725;yes;yes;cellular;failure;no
35;married;tertiary;no;24;yes;no;cellular;failure;no
39;married;secondary;no;702;yes;no;cellular;failure;no
30;single;secondary;no;1268;yes;no;cellular;other;yes
26;married;secondary;no;352;yes;no;cellular;other;no
37;married;secondary;no;523;yes;no;cellular;failure;no
38;single;secondary;no;2580;yes;no;cellular;failure;yes
30;married;tertiary;no;357;yes;no;cellular;other;no
37;single;secondary;no;248;yes;no;cellular;failure;no
58;divorced;tertiary;no;5253;no;no;cellular;failure;no
38;married;secondary;no;13849;yes;no;cellular;failure;no
32;married;secondary;no;344;yes;no;cellular;failure;no
33;married;primary;no;331;yes;no;cellular;failure;no
36;married;primary;no;2730;yes;no;cellular;failure;no
57;married;secondary;no;1412;yes;no;cellular;failure;no
41;married;secondary;no;803;yes;no;cellular;failure;yes
34;married;tertiary;no;159;yes;yes;cellular;other;no
39;married;tertiary;no;272;yes;no;cellular;other;no
33;single;secondary;no;719;yes;no;cellular;failure;yes
51;divorced;primary;no;155;yes;yes;cellular;failure;no
39;married;secondary;no;958;yes;no;cellular;failure;no
42;married;tertiary;no;1773;no;no;cellular;failure;no
29;single;secondary;no;314;yes;no;cellular;other;no
32;married;secondary;no;393;yes;no;cellular;failure;no
34;married;secondary;no;438;yes;yes;cellular;failure;no
35;married;secondary;no;159;yes;no;cellular;failure;no
42;married;secondary;no;488;no;no;cellular;other;no
51;married;primary;no;5131;yes;no;cellular;failure;no
34;single;primary;no;25;yes;yes;cellular;other;no
42;married;secondary;no;0;yes;no;cellular;failure;yes
34;married;secondary;no;1012;yes;yes;cellular;success;no
30;married;secondary;no;177;yes;no;cellular;failure;no
40;divorced;tertiary;no;1315;yes;no;cellular;failure;no
43;married;secondary;no;664;yes;no;cellular;failure;no
55;married;secondary;no;2408;no;no;telephone;failure;no
31;single;secondary;no;900;yes;no;cellular;failure;no
41;married;primary;no;3658;yes;no;cellular;failure;no
37;single;secondary;no;1590;yes;no;cellular;other;no
40;married;secondary;no;1554;yes;no;cellular;failure;no
34;married;secondary;no;1847;yes;no;cellular;failure;no
38;single;tertiary;no;-898;yes;no;cellular;failure;no
34;married;secondary;no;404;yes;no;cellular;failure;no
34;married;tertiary;no;899;yes;no;cellular;failure;no
28;divorced;tertiary;no;229;yes;no;cellular;other;yes
35;married;tertiary;no;7962;yes;no;cellular;failure;no
36;married;secondary;no;569;yes;no;cellular;failure;no
39;married;tertiary;no;1161;yes;no;cellular;failure;no
41;married;secondary;no;-56;yes;no;cellular;other;no
42;married;tertiary;no;1068;yes;no;cellular;failure;no
45;married;secondary;no;96;yes;no;cellular;failure;yes
34;married;secondary;no;1499;yes;no;cellular;failure;no
52;married;secondary;no;8180;yes;no;cellular;failure;no
45;single;secondary;no;946;yes;no;cellular;failure;no
60;married;primary;no;252;yes;yes;cellular;failure;no
49;single;secondary;no;8982;yes;no;cellular;failure;no
31;married;tertiary;no;357;yes;no;cellular;failure;no
31;married;secondary;no;1716;yes;no;cellular;other;no
38;divorced;secondary;no;3834;yes;no;cellular;failure;no
43;married;primary;no;1288;yes;no;cellular;failure;no
38;married;secondary;no;1663;yes;no;cellular;failure;no
42;married;primary;no;7735;yes;no;cellular;failure;no
41;married;tertiary;no;816;yes;yes;cellular;failure;no
34;married;tertiary;no;1116;yes;no;cellular;failure;no
43;divorced;primary;no;515;yes;no;cellular;failure;no
33;single;tertiary;no;215;yes;no;cellular;failure;no
44;single;tertiary;no;1367;yes;no;cellular;other;yes
35;married;secondary;no;120;yes;no;cellular;failure;no
44;married;secondary;no;1450;yes;no;cellular;failure;no
41;married;tertiary;no;-456;no;no;cellular;failure;no
45;single;primary;no;237;yes;no;cellular;failure;no
33;married;tertiary;no;0;yes;no;cellular;failure;yes
25;single;secondary;no;1765;yes;no;telephone;failure;no
31;single;secondary;no;609;yes;no;cellular;failure;no
33;single;secondary;no;572;yes;no;cellular;failure;yes
37;married;secondary;no;474;yes;no;cellular;failure;no
54;married;secondary;no;3136;yes;no;telephone;failure;no
32;married;secondary;no;180;yes;no;cellular;other;no
29;married;secondary;no;690;yes;no;cellular;other;no
44;divorced;secondary;no;0;no;no;cellular;failure;yes
38;married;secondary;no;766;yes;no;cellular;failure;no
27;married;tertiary;no;10005;yes;no;cellular;failure;no
34;single;secondary;no;47;yes;no;cellular;failure;no
43;married;primary;no;2273;yes;no;cellular;failure;no
32;single;tertiary;no;574;yes;no;cellular;failure;no
36;married;secondary;no;325;no;no;cellular;failure;no
52;married;secondary;no;2904;yes;no;cellular;failure;no
52;married;tertiary;no;1944;yes;no;cellular;failure;no
35;married;secondary;no;5250;yes;no;cellular;failure;no
43;married;primary;no;2557;yes;no;telephone;failure;yes
32;married;secondary;no;1129;yes;no;cellular;failure;yes
40;divorced;secondary;no;1062;yes;no;cellular;failure;no
33;single;tertiary;no;1271;yes;no;cellular;failure;yes
46;married;secondary;no;4105;yes;no;cellular;failure;no
32;single;secondary;no;674;yes;yes;cellular;failure;no
53;divorced;secondary;no;8112;yes;yes;cellular;failure;no
32;married;secondary;no;-292;yes;yes;cellular;failure;no
31;married;secondary;no;1131;yes;yes;cellular;failure;no
36;married;secondary;no;1160;yes;no;cellular;failure;no
34;single;secondary;no;194;yes;yes;cellular;other;no
50;married;tertiary;no;202;yes;no;cellular;failure;no
41;married;secondary;no;217;yes;no;cellular;failure;no
29;married;tertiary;no;5698;no;no;cellular;failure;no
38;single;secondary;no;8381;no;no;cellular;failure;no
54;divorced;primary;no;2656;yes;no;cellular;success;no
32;single;tertiary;no;3981;yes;no;cellular;failure;no
42;divorced;secondary;no;2397;yes;no;cellular;failure;no
50;married;secondary;no;254;yes;no;cellular;failure;no
44;married;primary;no;4581;yes;no;cellular;failure;no
38;single;tertiary;no;6158;yes;no;cellular;failure;yes
37;single;tertiary;no;3649;yes;no;cellular;failure;no
34;single;secondary;no;2660;yes;no;cellular;failure;no
40;single;secondary;no;985;yes;no;cellular;other;no
34;single;tertiary;no;1393;yes;no;cellular;success;no
37;single;tertiary;no;876;yes;no;cellular;failure;no
52;married;primary;no;281;yes;no;cellular;other;no
32;married;secondary;yes;-53;yes;no;cellular;other;yes
33;married;secondary;no;1397;yes;no;cellular;failure;no
39;married;secondary;no;0;yes;no;cellular;failure;no
32;single;secondary;no;760;yes;no;cellular;other;no
36;married;primary;no;453;yes;no;cellular;failure;no
32;single;secondary;no;202;yes;no;cellular;failure;no
29;single;secondary;no;1232;yes;no;cellular;failure;no
42;divorced;secondary;no;2189;no;no;cellular;other;no
33;single;tertiary;no;23663;yes;no;cellular;failure;no
35;single;tertiary;no;1350;yes;no;cellular;failure;no
43;single;secondary;no;1306;yes;no;cellular;failure;no
32;single;secondary;no;309;yes;yes;cellular;failure;no
29;divorced;secondary;no;589;yes;no;telephone;other;no
41;married;secondary;no;1597;yes;no;cellular;failure;no
57;divorced;primary;no;5041;yes;no;cellular;failure;no
34;single;secondary;no;486;yes;no;cellular;failure;no
39;married;primary;no;467;yes;no;cellular;failure;no
39;married;tertiary;no;63;yes;no;cellular;failure;no
33;single;secondary;no;-665;yes;yes;cellular;failure;no
34;married;tertiary;no;352;yes;no;cellular;other;no
52;married;secondary;no;979;yes;no;cellular;other;no
31;single;tertiary;no;2530;yes;no;cellular;failure;no
37;married;secondary;no;345;yes;yes;cellular;failure;no
36;divorced;secondary;no;3102;yes;no;cellular;failure;no
58;married;secondary;no;8195;yes;no;cellular;failure;no
33;married;primary;no;359;yes;yes;cellular;failure;no
52;single;tertiary;no;3469;yes;no;cellular;success;yes
50;married;secondary;no;825;yes;no;cellular;failure;no
30;single;tertiary;no;726;yes;no;cellular;failure;no
31;married;secondary;no;1981;yes;no;cellular;failure;no
35;single;secondary;no;-101;yes;no;cellular;other;no
38;divorced;secondary;no;904;yes;no;cellular;failure;no
24;single;secondary;no;525;yes;no;cellular;failure;no
37;divorced;tertiary;no;1762;yes;no;cellular;failure;no
39;divorced;secondary;no;1957;yes;yes;cellular;failure;no
35;married;secondary;no;545;yes;no;cellular;failure;yes
39;divorced;secondary;no;-17;no;no;cellular;failure;no
29;married;primary;no;10045;yes;no;cellular;failure;no
46;single;primary;no;96;yes;no;cellular;failure;no
54;married;secondary;no;736;yes;no;cellular;failure;no
33;single;tertiary;no;1354;yes;no;cellular;failure;no
54;married;secondary;no;0;no;no;telephone;failure;no
39;married;tertiary;no;691;yes;yes;cellular;failure;no
51;married;secondary;no;0;yes;yes;cellular;failure;no
35;single;secondary;no;0;yes;no;cellular;other;yes
57;divorced;primary;no;207;yes;no;cellular;failure;no
47;married;secondary;no;1375;yes;no;telephone;failure;no
48;married;secondary;no;543;yes;no;cellular;failure;no
46;married;secondary;no;1550;yes;no;cellular;failure;no
38;married;primary;no;1576;yes;no;cellular;other;no
33;married;tertiary;no;2441;yes;yes;cellular;failure;no
30;single;secondary;no;445;yes;no;cellular;failure;no
40;married;secondary;no;31;yes;no;cellular;failure;no
32;single;primary;no;528;yes;no;cellular;failure;no
31;single;secondary;no;1205;yes;no;cellular;other;no
29;married;secondary;no;2121;no;no;cellular;other;no
27;married;secondary;no;2171;yes;no;cellular;other;no
30;married;tertiary;no;26;yes;no;cellular;failure;no
42;married;secondary;no;8238;yes;yes;cellular;other;no
31;single;secondary;no;855;yes;no;cellular;failure;no
40;married;primary;no;644;yes;no;cellular;failure;no
38;divorced;secondary;no;614;yes;no;cellular;failure;no
30;single;secondary;no;818;yes;yes;cellular;failure;no
54;married;primary;no;3170;yes;no;telephone;failure;no
32;single;tertiary;no;519;yes;no;cellular;failure;no
43;married;primary;no;2519;yes;no;cellular;other;no
38;married;secondary;no;281;yes;no;cellular;failure;no
36;single;tertiary;no;4788;yes;no;cellular;failure;no
36;single;primary;no;736;yes;no;cellular;failure;no
37;married;secondary;no;0;yes;no;cellular;other;no
36;single;tertiary;no;470;yes;no;cellular;success;no
48;married;secondary;no;113;yes;no;cellular;other;no
37;married;secondary;no;2848;yes;no;cellular;failure;no
31;single;tertiary;no;319;yes;no;cellular;failure;no
44;divorced;tertiary;no;2422;yes;no;cellular;failure;no
47;married;tertiary;no;109;yes;no;cellular;failure;no
42;married;primary;no;560;yes;yes;cellular;failure;no
32;married;secondary;no;1273;yes;no;cellular;failure;yes
38;married;tertiary;no;2084;yes;no;cellular;failure;no
42;married;secondary;no;1027;yes;no;telephone;failure;no
33;single;secondary;no;1036;yes;yes;cellular;failure;no
39;married;primary;no;2366;yes;no;cellular;failure;no
32;single;secondary;no;301;yes;no;cellular;failure;no
38;married;secondary;no;183;yes;no;cellular;failure;no
32;married;secondary;no;1167;yes;yes;telephone;failure;no
29;single;tertiary;no;828;yes;no;cellular;other;no
40;married;primary;no;-214;yes;no;cellular;other;no
33;single;tertiary;no;617;yes;no;cellular;other;no
36;married;primary;no;3350;yes;no;cellular;other;no
53;married;secondary;no;3703;yes;no;cellular;failure;no
32;married;primary;no;5511;no;no;cellular;other;no
41;married;primary;no;-692;yes;no;cellular;failure;no
35;divorced;secondary;no;124;yes;no;cellular;failure;no
47;divorced;secondary;no;392;yes;yes;cellular;failure;no
31;married;secondary;no;4457;yes;no;cellular;success;no
38;married;secondary;no;4582;yes;no;telephone;other;no
42;divorced;secondary;no;611;yes;no;cellular;failure;no
45;married;primary;no;2958;yes;no;cellular;failure;no
27;single;secondary;no;639;yes;no;cellular;success;no
34;married;primary;no;2720;yes;no;cellular;failure;no
42;single;secondary;no;734;yes;no;cellular;failure;no
44;divorced;primary;no;75;yes;no;cellular;failure;no
35;married;tertiary;no;1906;yes;no;cellular;other;no
53;married;primary;no;241;yes;no;cellular;failure;no
33;single;tertiary;no;1423;yes;no;cellular;other;no
32;single;tertiary;no;932;yes;no;cellular;failure;yes
40;married;secondary;no;750;yes;yes;cellular;failure;no
44;married;tertiary;no;38;yes;no;telephone;other;no
53;married;tertiary;no;1319;yes;no;cellular;failure;no
40;divorced;primary;no;471;yes;no;cellular;failure;yes
37;married;tertiary;no;1594;yes;no;cellular;failure;no
34;single;tertiary;no;872;yes;no;cellular;failure;no
32;single;tertiary;no;8436;yes;no;cellular;failure;no
34;married;secondary;no;79;yes;no;cellular;failure;no
33;single;secondary;no;148;yes;no;cellular;failure;no
37;married;secondary;no;346;yes;no;cellular;failure;no
54;single;secondary;no;105;yes;no;cellular;failure;no
33;divorced;tertiary;no;525;yes;yes;cellular;other;no
31;married;secondary;no;-170;yes;yes;cellular;failure;no
41;married;secondary;no;121;yes;no;cellular;other;no
33;single;secondary;no;1940;yes;no;cellular;failure;no
41;married;secondary;no;442;yes;yes;cellular;other;no
48;single;tertiary;no;191;yes;no;cellular;failure;no
37;married;secondary;no;590;yes;no;cellular;failure;no
42;married;secondary;no;798;no;no;cellular;other;no
56;married;secondary;no;3738;yes;no;cellular;other;yes
44;married;primary;no;279;yes;no;cellular;other;no
34;single;secondary;no;0;yes;no;cellular;failure;no
52;married;primary;no;98;yes;no;cellular;failure;no
34;married;secondary;no;1134;yes;no;cellular;failure;no
55;married;secondary;no;865;yes;no;cellular;failure;no
25;single;secondary;no;1790;no;no;cellular;failure;no
36;married;secondary;no;456;yes;yes;cellular;failure;no
34;married;secondary;no;210;yes;yes;cellular;failure;no
33;married;secondary;no;135;yes;no;cellular;failure;no
33;married;secondary;no;489;yes;no;cellular;failure;no
36;married;primary;no;442;yes;no;cellular;failure;no
37;single;secondary;no;90;yes;no;cellular;failure;no
38;single;secondary;no;245;yes;yes;cellular;success;no
47;married;secondary;no;1536;yes;no;cellular;other;no
30;married;secondary;no;249;yes;no;cellular;failure;no
34;married;secondary;no;703;no;no;cellular;failure;no
33;married;secondary;no;7;yes;no;cellular;failure;no
36;single;primary;no;263;yes;no;cellular;failure;no
38;married;primary;no;3242;yes;no;cellular;failure;no
38;single;tertiary;no;35;yes;no;cellular;failure;no
50;married;secondary;no;512;yes;yes;cellular;failure;no
52;married;secondary;no;1374;yes;no;cellular;failure;no
52;married;secondary;no;568;yes;no;telephone;failure;no
35;married;secondary;no;293;yes;no;cellular;other;yes
43;married;primary;no;-88;yes;yes;cellular;failure;no
31;married;secondary;no;-163;yes;no;cellular;failure;no
43;married;primary;no;-181;yes;no;cellular;failure;no
